ADMUnitID, Country, ADMParent, ADMName, ADMLevel,YEAR,tMEANY,tseMEANY,tFGT_0,tseFGT_0,tFGT_1,tseFGT_1,tFGT_2,tseFGT_2,tFGT_0lo,tseFGT_0lo,tGINI,tseGINI,tpoorper,tGE_0,tseGE_0,tGE_1,tseGE_1,tGE_2,tseGE_2,tATK_0_5,tseATK_0_5,tATK_2,tseATK_2,tNUMHH,tNUMHH_W,tNUMPER,tNUMPER_W,
4540079,Malawi,4540040,"Area 54",3,1998,14.7326,2.7092,.52791,.08067,.21335,.05084,.1119,.03404,.26933,.07584,.43783,.02213,1831.31979,.32774,.03696,.34817,.04008,.5188,.09061,.15575,.016128,.45506,.03792,898,892,3469,3454,
4540080,Malawi,4540040,"Area 55",3,1998,15.5799,2.2999,.50169,.0665,.20646,.04158,.11097,.02823,.2587,.06032,.44982,.01958,5451.86523,.35048,.03439,.36066,.03392,.52758,.06888,.1632,.014335,.48822,.03533,2687,2638,10867,10636,
4540081,Malawi,4540040,"Area 56",3,1998,13.9806,1.4264,.52709,.05206,.20099,.03009,.10163,.01933,.24354,.04366,.41509,.01716,11790.47621,.29181,.0255,.31694,.02977,.49047,.06847,.14081,.01178,.42189,.02696,5698,5626,22369,22029,
4540082,Malawi,4540040,"Area 57",3,1998,15.4091,1.5156,.46444,.05023,.17121,.02681,.08566,.01672,.20188,.03715,.41534,.01755,16112.35248,.29466,.02699,.31634,.03016,.48803,.06925,.14118,.012127,.43053,.02875,8244,8092,34692,34215,
4540083,Malawi,4540040,"Area 58",3,1998,18.1385,1.8255,.42506,.04127,.16523,.0231,.08637,.01527,.20001,.03231,.45757,.02028,7180.53858,.36606,.03587,.38636,.04335,.63316,.14544,.17107,.015983,.50476,.03429,3800,3743,16893,16468,
4540084,Malawi,4540040,"Area 6",3,1998,11.8542,1.8256,.58756,.08259,.23428,.05618,.12013,.0398,.30032,.09332,.34617,.03888,802.0194,.23577,.04925,.2421,.05741,.31564,.10975,.11256,.023414,.36309,.05949,66,66,1365,401,
4540085,Malawi,4540040,"Area 7",3,1998,16.1797,1.4032,.46172,.03273,.17452,.01874,.08786,.01248,.21163,.02709,.43363,.02095,14630.05992,.32174,.03384,.34313,.03909,.53579,.09434,.15287,.015294,.45587,.03376,7005,6815,31686,30694,
4540086,Malawi,4540040,"Area 8",3,1998,16.7163,1.6987,.44733,.04171,.16439,.02349,.08071,.01502,.19683,.03443,.43412,.02305,10427.2623,.32064,.03681,.34955,.04803,.57583,.15879,.1538,.017457,.44876,.0345,5116,5041,23310,22714,
4540087,Malawi,4540040,"Area 9",3,1998,34.8941,6.7462,.15325,.04931,.05123,.02011,.02447,.01115,.05716,.02592,.45071,.03885,234.31925,.36848,.06645,.40622,.10562,.76024,.4879,.17427,.033151,.50464,.05401,430,422,1529,1522,
4540089,Malawi,4540088,"SC Chitekwele",3,1998,8.5829,1.1279,.75002,.07088,.32072,.05817,.17151,.04168,.41969,.09282,.32628,.018723,20063.035,.17814,.020836,.18745,.02293,.25224,.04112,.08696,.009909,.29314,.02742,6632,6573,26750,26655,
4540090,Malawi,4540088,"SC Mtema",3,1998,7.276385,.8379658,.8291177,.0492947,.3949119,.0451603,.227523,.034996,.5336293,.0701598,.3218134,.019251,29559.7042404,.1775606,.0227343,.1781687,.0228833,.223391,.0399066,.0847189,.0102662,.3027296,.033468,7648,7599,35652,35252,
4540091,Malawi,4540088,"SC Njewa",3,1998,8.6492,1.41881,.75338,.074,.3537,.06484,.20455,.04994,.47059,.0977,.37833,.022676,16607.50872,.2445,.0312,.26037,.03511,.3873,.08276,.11789,.014272,.37937,.03827,4891,4852,22044,22002,
4540092,Malawi,4540088,"SC Tsabango",3,1998,6.1482,.82526,.87073,.03796,.47628,.05758,.31022,.05689,.63258,.07553,.37625,.037031,17089.81771,.28171,.087329,.24814,.05018,.31133,.07236,.12158,.027144,.47318,.1533,4885,4517,19627,18207,
4540093,Malawi,4540088,"TA Chadza",3,1998,7.697595,.9353255,.80642,.0494779,.3905518,.050185,.2288237,.040621,.5269136,.0756164,.3566379,.02403,64432.958,.2175208,.0311961,.2330949,.0453497,.3650708,.1796525,.1055143,.0159075,.345311,.0364501,19173,18991,79900,79455,
4540094,Malawi,4540088,"TA Chimutu",3,1998,6.142862,1.068459,.8791058,.0525241,.4753717,.0694557,.30066,.0617714,.6480133,.0983187,.3453469,.021971,56470.2401688,.2067596,.0312133,.2062988,.0286441,.2683116,.0558105,.0975826,.013068,.3475236,.0524546,15403,14387,64236,60407,
4540095,Malawi,4540088,"TA Chiseka",3,1998,10.54766,2.677332,.6631379,.1046025,.3042732,.0590625,.17517,.0388966,.3978057,.0850247,.3953868,.0466284,115033.2052372,.2777503,.0776327,.279028,.0699177,.4027426,.1248801,.1289794,.0315333,.4223918,.0842252,40371,40000,173468,172852,
4540096,Malawi,4540088,"TA Chitukula",3,1998,7.0382,.85199,.83925,.05161,.40128,.05176,.2306,.04042,.54672,.082,.31822,.018271,18379.575,.17063,.020315,.17322,.02088,.21597,.03223,.08214,.009401,.29004,.02917,4824,4781,21900,21878,
4540097,Malawi,4540088,"TA Kabudula",3,1998,7.74727,.892368,.8028405,.051192,.3733439,.0489932,.2120887,.0379191,.5004867,.0770309,.3344975,.0195396,64653.5483055,.1912841,.024265,.198603,.0267483,.2746668,.0601933,.0922241,.0112027,.3174636,.0352557,17435,17324,80531,80135,
4540098,Malawi,4540088,"TA Kalolo",3,1998,9.939981,1.935664,.6913771,.0905069,.3034642,.0599812,.1673144,.0409722,.3969146,.0894809,.3726295,.0321177,72552.4214969,.2378472,.0451604,.2536334,.0491922,.3923125,.1280674,.1146887,.0203601,.3672809,.0508464,23457,23240,104939,104033,
4540099,Malawi,4540088,"TA Kalumba",3,1998,8.338029,1.954031,.7674962,.0994945,.3761449,.0921466,.225186,.0734138,.5006681,.1343228,.3740676,.0285806,13614.6150918,.2422344,.0404671,.2526907,.0428065,.3654425,.097105,.1156559,.0179788,.3778986,.0509737,4289,4248,17739,17612,
4540100,Malawi,4540088,"TA Kalumbu",3,1998,5.8888,.7686,.88982,.03395,.49067,.05776,.31445,.0559,.66869,.07646,.356,.027456,39613.89658,.21708,.036643,.22253,.03725,.30624,.07595,.10355,.016263,.35009,.04939,11321,11231,44519,44392,
4540101,Malawi,4540088,"TA Khongoni",3,1998,8.450733,.9610342,.7588425,.056108,.3419917,.046678,.1912705,.0346517,.4514858,.072583,.3477501,.0256229,57763.8499425,.2066526,.0321553,.2164939,.0384161,.3107051,.0871313,.0996722,.0154748,.3363053,.0381619,15954,15627,76121,75733,
4540102,Malawi,4540088,"TA Malili",3,1998,8.7876,1.44355,.74167,.0807,.33375,.06569,.18703,.04818,.43974,.10043,.35864,.021983,47055.25315,.21952,.028104,.23541,.03936,.36498,.14593,.10656,.014118,.34985,.03501,14895,14781,63445,63278,
4540103,Malawi,4540088,"TA Mazengera",3,1998,7.14515,.8532488,.828207,.043694,.4190252,.0515342,.2539042,.0444749,.5661877,.0752955,.3583322,.0244567,62130.432726,.2196114,.0319258,.2268602,.0328892,.3183927,.0707379,.105056,.014313,.3520191,.0420579,18358,18067,75018,74422,
4540105,Malawi,4540104,"Mchinji Boma",3,1998,22.099,3.6393,.33272,.06902,.11548,.03189,.05545,.01838,.13211,.04341,.4567,.04181,3817.29656,.36311,.07299,.40492,.10392,.77068,.44795,.17335,.034987,.48504,.05562,2632,2563,11473,10955,
4540106,Malawi,4540104,"SC Dambe",3,1998,10.84408,.8418183,.6271748,.0395548,.259605,.0272353,.1382906,.0191247,.3310105,.0409638,.374804,.0250538,22085.3334072,.2390076,.0338342,.24959,.0441787,.3646821,.1759406,.1145057,.0165308,.3712366,.03655,7993,7832,35214,34779,
4540107,Malawi,4540104,"SC Mavwere",3,1998,9.731292,1.422461,.6776437,.0789618,.2881786,.0537234,.1553377,.0364585,.3729496,.0808951,.351719,.0159557,46216.6556274,.2084367,.0200326,.2135477,.02436,.2846456,.0710105,.0998727,.0096531,.3363383,.0246395,15006,14775,68202,67643,
4540108,Malawi,4540104,"SC Mduwa",3,1998,9.8048,.80589,.67316,.04249,.28243,.028798,.15104,.019775,.36266,.04438,.35516,.018812,39287.63708,.21297,.023639,.21776,.027218,.28478,.05211,.10188,.011271,.34304,.028356,12070,11846,58363,57475,
4540109,Malawi,4540104,"TA Mkanda",3,1998,12.53357,2.33939,.5397406,.1091675,.210335,.0627561,.1080222,.0393281,.2592364,.0907967,.3616376,.0163002,33169.2188324,.2221023,.0214389,.2253444,.0232534,.2962063,.0476396,.1056192,.0098345,.3561549,.0268491,13949,13776,61454,61014,
4540110,Malawi,4540104,"TA Mlonyeni",3,1998,10.26897,1.292466,.6488104,.0702212,.2661301,.0460351,.1400289,.0302516,.3387018,.0695779,.3494172,.0158775,17635.3154824,.2063498,.0197733,.2111362,.0228538,.2762565,.0491132,.0988957,.0093925,.3340617,.0247688,5659,5568,27181,26931,
4540111,Malawi,4540104,"TA Zulu",3,1998,10.80824,.9739198,.6401621,.0438166,.2644563,.0275296,.1399448,.0182987,.3377982,.0417831,.3653582,.0189196,40364.7810534,.2268183,.0252041,.2372569,.0324101,.3394752,.1134124,.1090053,.0122816,.3554303,.0288907,13483,13213,63054,62356,
4540113,Malawi,4540112,"Nkhotakota Boma",3,1998,19.6808,3.5004,.36413,.09444,.13288,.04521,.0665,.026532,.15636,.0606,.43567,.032147,7013.87206,.32995,.05286,.3559,.06687,.60477,.2255,.1566,.024424,.46482,.04951,4228,4196,19262,18739,
4540114,Malawi,4540112,"Nkhotakota Game Reserve",3,1998,4.6863,2.30637,.95412,.11959,.5688,.18487,.3803,.18103,.78373,.27274,.01819,.057274,83.96256,.07223,.039094,.07127,.038518,.07577,.04518,.03513,.018526,.13153,.064307,17,11,88,51,
4540115,Malawi,4540112,"SC Kafuzila",3,1998,8.296129,1.148054,.7902401,.0514801,.3712497,.0497923,.2069575,.0393167,.5167817,.0791329,.3211552,.0236719,9478.9299995,.1762095,.02833,.1888936,.031302,.2587656,.062159,.08662,.0132399,.2795601,.0373106,2812,2577,11995,10370,
4540116,Malawi,4540112,"SC Mphonde",3,1998,9.4849,.50523,.71387,.03183,.2663,.02193,.12589,.01441,.32671,.03876,.30981,.017836,13397.19829,.15751,.018962,.17181,.023572,.23196,.04943,.07874,.009583,.25506,.024927,4111,4081,18767,18680,
4540117,Malawi,4540112,"SC Mwansambo",3,1998,8.268092,2.428233,.7833715,.1326128,.3640285,.1240034,.2046008,.094239,.4963698,.1987791,.317265,.0186227,13253.079037,.1675525,.0211068,.1866839,.0308673,.2703945,.084577,.0841611,.0113174,.2656444,.0244016,3589,3544,16918,16577,
4540118,Malawi,4540112,"TA Kanyenda",3,1998,11.45458,1.525942,.6313273,.062799,.2572066,.0406337,.1319756,.0270376,.3348671,.0630394,.3707863,.0252535,47306.6172436,.2300094,.0342453,.2462726,.0413643,.3548555,.0993573,.1117593,.01628,.3463705,.037348,15647,15423,74932,73415,
4540119,Malawi,4540112,"TA Malenga Chanzi",3,1998,10.1858,.40965,.66251,.02555,.24025,.0149,.11263,.01006,.28803,.02505,.31863,.016096,27494.82751,.16662,.017732,.17946,.020536,.24013,.03882,.08263,.008644,.2697,.024046,9401,9333,41501,41238,
4540120,Malawi,4540112,"TA Mwadzama",3,1998,7.664365,.5918109,.8290837,.0318019,.3587931,.0325669,.1857136,.0246118,.4915891,.0572896,.2858337,.0131383,38135.3629489,.1344741,.0128501,.1445238,.0145713,.1861752,.0254341,.0671092,.0062963,.2236908,.0182666,10226,10113,45997,45078,
4540122,Malawi,4540121,"Ntcheu Boma",3,1998,21.6241,3.2202,.32376,.06982,.11269,.03218,.05451,.018501,.12828,.0428,.44284,.035482,2843.58408,.34145,.05832,.36875,.07741,.60794,.23388,.16198,.027655,.4734,.04885,1883,1823,8783,7978,
4540123,Malawi,4540121,"SC Champiti",3,1998,7.2032,.8821,.82054,.043101,.43735,.039761,.2774,.03593,.58597,.05532,.40317,.047181,11146.21536,.28669,.07598,.29301,.07702,.42433,.14796,.13406,.032599,.42857,.08181,3183,3011,13584,13540,
4540124,Malawi,4540121,"SC Goodson Ganya",3,1998,8.317655,.5694254,.7771413,.0272676,.360359,.0238853,.2047197,.0194253,.4818955,.0358064,.3528497,.0235401,59900.4971214,.2128045,.0302613,.2242296,.0360554,.3223503,.0803721,.1027671,.0145077,.3423439,.0385061,18576,18275,77078,76810,
4540125,Malawi,4540121,"SC Makwangwala",3,1998,7.890692,.8276512,.7861469,.041843,.389265,.0356609,.2340753,.0296327,.5205852,.0518652,.3811753,.0383203,52152.1991991,.2516177,.055337,.2584673,.059766,.3648427,.115887,.1190833,.024971,.390164,.062248,15159,14945,66339,65677,
4540126,Malawi,4540121,"TA Chakhumbira",3,1998,8.257813,.7344243,.7826077,.0371147,.3578331,.0293269,.2003945,.0223764,.4802091,.0457367,.3331537,.0235844,16970.8479745,.1891081,.0284045,.1956678,.0333066,.2621425,.0738218,.0911852,.0136125,.3081783,.0358186,4944,4884,21685,21577,
4540127,Malawi,4540121,"TA Kwataine",3,1998,8.3812,1.46672,.76598,.058794,.40612,.046433,.25951,.04018,.53642,.06458,.43718,.059718,27055.94556,.34687,.1093,.3474,.10294,.51544,.18664,.15814,.044175,.48994,.10437,8093,8011,35322,35234,
4540128,Malawi,4540121,"TA Masasa",3,1998,6.4895,.40672,.87844,.023006,.43405,.029238,.25298,.02497,.60115,.04611,.31304,.020235,15448.24584,.16514,.02272,.17204,.02853,.22643,.06002,.08043,.011445,.27835,.03051,4014,3964,17586,17543,
4540129,Malawi,4540121,"TA Mpando",3,1998,5.203173,.9913828,.8981846,.0296185,.5988657,.0588686,.442079,.0668184,.7772392,.0555654,.4846014,.0448574,33479.830965,.416222,.0839212,.4588324,.0925626,.8296704,.2218296,.1954454,.0357643,.5399857,.0692418,7868,7702,37275,36571,
4540130,Malawi,4540121,"TA Njolomole",3,1998,8.240571,1.083807,.7793383,.0442174,.3952661,.0375129,.2424108,.0326418,.5281279,.0525173,.4081643,.0514309,35745.9098061,.2931616,.082323,.3071749,.0883808,.4695141,.1806707,.1382444,.0361459,.4304614,.0850033,10269,10149,45867,45659,
4540131,Malawi,4540121,"TA Phambala",3,1998,6.808467,.7365131,.8478407,.0320128,.4649985,.0397012,.2980628,.0371,.6310322,.0532972,.4023114,.0344862,40050.2989866,.2795106,.0512136,.3033599,.0598649,.4930622,.1417605,.1344683,.0236245,.4153543,.0548236,11041,10939,47238,46960,
4540133,Malawi,4540132,"Ntchisi Boma",3,1998,18.1348,2.8165,.39383,.07438,.14151,.03557,.06945,.021001,.16525,.04895,.42459,.034187,2273.58059,.31361,.05417,.33973,.06837,.57067,.23115,.14977,.025178,.44553,.05109,1084,1060,5773,5333,
4540134,Malawi,4540132,"SC Chilooko",3,1998,14.77829,2.943467,.4508797,.0953604,.1718409,.045057,.0882154,.0261828,.2072048,.061072,.3748326,.0263185,21436.1735771,.2462448,.0384076,.2406275,.0383012,.3135135,.0974163,.114221,.0166555,.3976161,.0471456,10182,10087,47543,47381,
4540135,Malawi,4540132,"SC Nthondo",3,1998,12.9024,2.326,.5004,.10031,.18752,.04856,.09515,.02837,.223,.06674,.3466,.02748,8558.3412,.20987,.03561,.20463,.0356,.25351,.0614,.09807,.01585,.35279,.04681,3680,3661,17103,16994,
4540136,Malawi,4540132,"TA Chikho",3,1998,4.6983,.958,.9316,.03603,.58402,.07688,.40745,.08272,.78659,.08721,.36699,.04769,18229.5488,.22889,.06369,.2419,.07476,.34245,.1544,.1105,.03027,.34936,.06498,4290,3682,19568,16195,
4540137,Malawi,4540132,"TA Kalumo",3,1998,8.597652,1.488911,.7407435,.0725326,.3663287,.0538012,.2224267,.0405968,.4834404,.0769824,.3927521,.0327765,49628.333013,.2707288,.0512425,.2653469,.0478452,.3450159,.0770675,.1251501,.0214998,.4207898,.0578494,14144,13604,66998,65245,
4540138,Malawi,4540132,"TA Kasakula",3,1998,5.34787,1.012444,.8996909,.0414508,.5485498,.066708,.3768881,.0672489,.7391934,.0785198,.3667107,.0335932,9802.1323555,.2286435,.0437066,.2363206,.0489439,.3133873,.0884475,.109603,.020484,.354831,.0486566,2567,2400,10895,9990,
4540140,Malawi,4540139,"Chipoka Urban",3,1998,16.8502,3.3414,.43535,.10104,.16653,.05339,.0859,.033199,.20153,.0741,.42319,.031784,1735.3051,.31309,.05202,.3299,.06504,.52786,.31796,.14786,.023592,.45022,.05128,951,945,3986,3924,
4540141,Malawi,4540139,"Lake Malawi Natl. Park - Salima",3,1998,9.7256,3.25946,.66871,.2216,.25396,.13595,.1245,.085144,.3095,.22676,.20876,.056059,124.38006,.10931,.04798,.10945,.04769,.12363,.06021,.05302,.022513,.19082,.074817,55,39,186,139,
4540143,Malawi,4540139,"SC Kambalame",3,1998,12.74398,2.41967,.5111637,.1051108,.1874087,.053755,.0921301,.0323646,.2239377,.0761826,.3392302,.0302853,5413.223583,.1975717,.0348045,.1964981,.0352482,.2450196,.0558106,.0936198,.015924,.3264599,.0457868,2619,2613,10590,10555,
4540144,Malawi,4540139,"SC Kambwiri",3,1998,13.4435,1.34148,.47967,.0501,.17561,.02742,.08781,.017562,.20595,.03934,.35853,.026416,9649.52139,.22407,.03325,.22172,.0343,.2876,.05971,.10497,.015035,.37288,.044963,4636,4555,20117,19901,
4540145,Malawi,4540139,"SC Msosa",3,1998,13.3892,2.85028,.47718,.12737,.17325,.06246,.08624,.037125,.2026,.08689,.34012,.031066,2108.18124,.20503,.03828,.21091,.04508,.32372,.15722,.09753,.017864,.34772,.054369,1211,1181,4418,4262,
4540146,Malawi,4540139,"SC Mwanza",3,1998,14.8399,2.00481,.42698,.07053,.15275,.03651,.07524,.022242,.17738,.05253,.36079,.034982,5383.79082,.22778,.04388,.22328,.04327,.28399,.06868,.10622,.019563,.37591,.057005,2871,2836,12609,12517,
4540142,Malawi,4540139,"Salima Town",3,1998,19.8233,2.7557,.36071,.05998,.13123,.0282,.06537,.016477,.15391,.03855,.43841,.030049,7342.25205,.33497,.05001,.3554,.06157,.57888,.19191,.15781,.022794,.47306,.04651,4526,4464,20355,19864,
4540147,Malawi,4540139,"TA Karonga",3,1998,10.82902,.5182023,.6115511,.0293251,.2387683,.0182613,.1227412,.0133007,.2933771,.0273645,.3503376,.019565,25989.6986478,.2110671,.0249057,.2213037,.030452,.3333214,.1003066,.1015852,.0118289,.343887,.0345414,9484,9318,42498,41534,
4540148,Malawi,4540139,"TA Khombedza",3,1998,12.91446,1.563749,.5058993,.0603269,.1849493,.0311042,.0912164,.0191205,.219151,.0446974,.3529732,.0258547,23152.4814645,.213315,.0315466,.2146257,.0328844,.2792162,.0542692,.1011372,.0144772,.3491584,.0405448,11269,11137,45765,45335,
4540149,Malawi,4540139,"TA Kuluunda",3,1998,11.7939,2.40416,.59185,.10377,.24271,.061,.13052,.039683,.30159,.0884,.38224,.02707,5546.8182,.25557,.03631,.26927,.04391,.42992,.14876,.1218,.016931,.39993,.044857,2261,2218,9372,9103,
4540150,Malawi,4540139,"TA Maganga",3,1998,15.3443,2.62436,.58919,.07158,.24318,.046,.12986,.031167,.30686,.06892,.50635,.054261,21027.01272,.446,.10265,.53509,.14394,1.07498,.42368,.21671,.048739,.52573,.066396,7958,7856,35688,35041,
4540151,Malawi,4540139,"TA Ndindi",3,1998,16.6213,3.0378,.48662,.06491,.18524,.02996,.09419,.017283,.22458,.04171,.46452,.050671,13231.1978,.37593,.08691,.44863,.13213,.91191,.45232,.18406,.043269,.4831,.064447,6710,6581,27190,26691,
4540152,Malawi,4540139,"TA Pemba",3,1998,18.5128,5.05234,.37384,.12532,.13347,.05928,.06572,.034395,.15484,.0809,.40353,.040989,5772.0896,.28474,.05783,.3062,.073,.49744,.20488,.13609,.02741,.42372,.060456,3940,3805,15440,15321,
4540155,Malawi,4540154,"Chitipa Boma",3,1998,38.398,12.5609,.15084,.1021,.047,.03799,.02122,.019271,.04988,.04566,.44821,.04379,1151.81424,.35259,.07524,.37018,.08989,.57357,.21613,.16496,.033989,.48439,.06085,1549,1390,7636,6597,
4540156,Malawi,4540154,"Nyika National Park - Chitipa",3,1998,14.9041,4.25385,.34286,.27799,.10746,.13242,.05015,.083525,.1119,.1983,,,7.20006,.11279,.10583,.10819,.095692,.116,.11164,.053103,.045964,.18141,.13,6,6,21,21,
4540157,Malawi,4540154,"TA Kameme",3,1998,8.7436,.70281,.71156,.05719,.27299,.04301,.13789,.03044,.33329,.06899,.27616,.021374,10259.98364,.13158,.02085,.12521,.019226,.1362,.02271,.062058,.009381,.24188,.034,3099,3039,14419,13867,
4540158,Malawi,4540154,"TA Mwabulambya",3,1998,8.5287,.30824,.72763,.02572,.27846,.02158,.14006,.016394,.34049,.03615,.27066,.015575,35976.21009,.12596,.01518,.11894,.013674,.12738,.01572,.059284,.006768,.23461,.02567,10000,9779,49443,47253,
4540159,Malawi,4540154,"TA Mwenemisuku",3,1998,9.861463,1.34873,.6313303,.0955108,.2262239,.0572111,.1142908,.0377177,.2613767,.0844904,.2561948,.0341764,14501.656991,.1231658,.0306595,.1116422,.0289204,.1170957,.0365155,.0566372,.0139805,.237974,.0481708,4819,4764,22970,22490,
4540160,Malawi,4540154,"TA Mwenewenya",3,1998,8.974527,.6996349,.7254963,.0340193,.3063785,.0251762,.1634117,.0187448,.3992732,.0399372,.3025804,.0181648,9903.024495,.1566903,.0200771,.1521074,.0199187,.1739905,.0315414,.0741755,.0091079,.2733739,.0286727,2700,2524,13650,12026,
4540161,Malawi,4540154,"TA Nthalire",3,1998,9.71647,1.063273,.6619245,.0588149,.2740211,.0410331,.146114,.0290596,.3473912,.0624454,.3134493,.023241,12351.51117,.170168,.0253096,.1632657,.0256743,.1885172,.0425646,.0798142,.0116438,.2970568,.0356816,3575,3425,18660,17090,
4540163,Malawi,4540162,"Karonga Town",3,1998,24.4933,5.7494,.25685,.10145,.08511,.04172,.03982,.02237,.0942,.05271,.41734,.028097,7143.25535,.30114,.04402,.31222,.04779,.46265,.1163,.14179,.019464,.44199,.04698,5612,5557,27811,26986,
4540164,Malawi,4540162,"SC Mwakaboko",3,1998,15.10918,2.048421,.4465041,.0705807,.1569974,.038735,.0760321,.0247238,.1791141,.0563116,.3754169,.0277286,6865.8935457,.2436512,.0394696,.2634121,.0480093,.4357034,.1876656,.117832,.0181808,.3772741,.0512461,3645,3610,15377,14856,
4540165,Malawi,4540162,"SC Mwirang'ombe",3,1998,12.83403,1.333507,.5341516,.0613305,.202975,.040516,.1036572,.0280855,.2432546,.061095,.3760106,.0287431,10763.6888916,.2454699,.041258,.2604325,.043789,.4105187,.143842,.1177298,.0180638,.3843015,.0549021,4066,4016,20151,19402,
4540166,Malawi,4540162,"TA Kilupula",3,1998,13.36392,1.419004,.5096427,.0604113,.187095,.0382667,.0930866,.0258284,.2199059,.0574982,.3695916,.027247,24179.9979015,.2356617,.0379855,.2504325,.0389636,.389248,.1206275,.1134202,.0165599,.3724309,.0520191,10024,9939,47445,46169,
4540167,Malawi,4540162,"TA Kyungu",3,1998,12.81951,1.143318,.5272908,.0560178,.1979481,.0367898,.1005972,.0255286,.2345197,.0553331,.3740821,.0265847,24288.5961204,.2430412,.0381126,.2570514,.0397971,.3986167,.1099897,.1164394,.0166035,.3847272,.0522648,9554,9463,46063,44860,
4540168,Malawi,4540162,"TA Wasambo",3,1998,12.64603,1.492987,.5618308,.0619553,.2242368,.0429128,.1180378,.0306177,.277326,.0639206,.3914624,.0301667,21195.06693,.2660084,.0450728,.2880508,.0560196,.5006683,.2931296,.1279182,.0206016,.4040744,.0545149,6979,6872,37725,36151,
4540170,Malawi,4540169,"TA Mkumpha",3,1998,14.47622,1.856136,.524537,.0666225,.1916216,.0350416,.0936702,.0215541,.2258804,.0502937,.4166569,.029278,4235.111738,.2959687,.0423604,.3320615,.0549221,.5466857,.1697859,.1447211,.0205078,.4156853,.040709,1527,1496,8074,7713,
4540172,Malawi,4540171,"Mzimba Boma",3,1998,19.1627,2.6888,.36942,.07074,.1312,.03319,.06386,.019176,.15313,.04573,.43024,.027719,5076.56964,.31932,.04411,.34372,.0579,.55964,.19671,.1521,.020821,.45265,.04181,2779,2747,13742,13109,
4540173,Malawi,4540171,"SC Jaravikuba Munthali",3,1998,11.67588,1.628871,.6110512,.065627,.246406,.0406608,.1280279,.0267367,.3107497,.0612287,.3864884,.0305117,6302.3820768,.25423,.0421649,.2754595,.0597134,.4304371,.200914,.1233794,.0213055,.3784948,.0414618,2066,2060,10314,10255,
4540174,Malawi,4540171,"SC Kampingo Sibande",3,1998,31.3617,64.70764,.5490213,.0594005,.2141211,.0326792,.1096232,.0213505,.2640715,.0451485,.4825389,.164836,21065.947281,.558189,.6878525,.8313715,1.146468,10.43054,24.42695,.2370889,.2144466,.5080664,.1828602,7426,7264,38370,37437,
4540175,Malawi,4540171,"SC Khosolo Gwaza Jere",3,1998,7.803,.775,.79525,.04995,.35702,.04183,.1976,.03116,.4737,.06592,.32265,.01912,20712.28625,.17568,.02171,.17912,.02205,.2262,.0347,.08464,.00995,.29493,.03029,5013,4987,26045,25926,
4540176,Malawi,4540171,"TA Chindi",3,1998,8.733949,.5185104,.7561787,.0268646,.3272587,.0211046,.1776839,.0160644,.4247781,.0335481,.3471059,.0197101,71269.842475,.205437,.023977,.2204506,.0319562,.3293136,.0936568,.1001893,.0120714,.3300142,.0287987,18451,18122,94250,93049,
4540178,Malawi,4540171,"TA M'Mbelwa",3,1998,16.39541,3.333619,.4519777,.0843302,.1667146,.0381209,.0825176,.0211646,.1989902,.0512661,.4166466,.0312968,38630.534019,.2967812,.0480269,.3100209,.0525463,.4518067,.1139125,.1405867,.0215169,.4312148,.0486302,14486,14329,85470,84410,
4540177,Malawi,4540171,"TA Mabulabo",3,1998,9.542528,.9289946,.7152288,.044523,.3084122,.0337065,.1672801,.0244909,.4006595,.0521075,.361863,.0229154,32832.578064,.2218535,.0292203,.2388056,.0354936,.3530527,.0871176,.1081373,.0140911,.3464054,.034263,8250,8205,45905,45493,
4540179,Malawi,4540171,"TA Mpherembe",3,1998,8.814728,.9203854,.7528461,.0419176,.3486479,.0366477,.1971396,.028166,.4693902,.0562868,.3724735,.0270933,28166.2311393,.233456,.0363968,.2630744,.0636376,.4916568,.3913348,.1153554,.0200223,.351801,.035343,7785,7715,37413,36961,
4540180,Malawi,4540171,"TA Mtwalo",3,1998,18.62271,27.89322,.6612835,.0426517,.2855028,.0285992,.1555303,.0204512,.3715239,.041624,.4700995,.147398,65619.161705,.4872556,.539933,.7500437,1.040456,11.65024,32.84686,.2194948,.189721,.4870805,.1668707,19888,19765,99230,98364,
4540181,Malawi,4540171,"TA Mzikubola",3,1998,49.54923,129.3276,.5336379,.0702544,.205718,.039829,.1050998,.0256138,.2505932,.0562368,.5088672,.1783157,26526.6063711,.6675527,.8600993,.9003251,1.133643,7.334759,14.69241,.2654152,.2353903,.5441138,.1938651,8285,7682,49709,47110,
4540182,Malawi,4540171,"TA Mzukuzuku",3,1998,11.88773,1.504635,.6235212,.0391565,.2638237,.0234071,.1431403,.016596,.3370264,.034601,.4136637,.0437899,14461.9507128,.29651,.0671869,.3347545,.1093487,.63316,.4975529,.1440937,.0351111,.4227538,.0555382,4065,4003,23194,22680,
4540183,Malawi,4540171,"Vwaza Marsh Reserve - Mzimba",3,1998,66.041,118.057,.39803,.39447,.22713,.28549,.15883,.23569,.28609,.35948,.33941,.052,148.06716,.2323,.06395,.22551,.06046,.2695,.0876,.1082,.0281,.36306,.08022,77,74,372,361,
